station_id,station_name,municipality,latitude,longitude,wheelchair_accessible,location_type,vehicle_type
1471,Bowdoin St @ Hamilton St,Boston,42.306443,-71.066699,True,0,3.0
856,Massachusetts Ave @ Albany St,Boston,42.333539,-71.073689,True,0,3.0
12836,Chelsea St @ Warren St,Boston,42.372149,-71.060233,True,0,3.0
1577,Blue Hill Ave @ Mt Pleasant Ave,Boston,42.32505,-71.075288,True,0,3.0
6365,River St @ Mattakeeset St,Boston,42.264875,-71.099481,True,0,3.0
door-bcnfd-clark,Clark Rd,Brookline,42.335555,-71.13997,True,2,
node-smmnl-nbstairs-platform,Shawmut,Boston,42.293242,-71.065729,True,3,
933,Commonwealth Ave @ Babcock St,Boston,42.351568,-71.121168,False,0,3.0
331,Dorchester Ave opp Shepton St,Boston,42.289422,-71.063344,True,0,3.0
76121,Harvard,Cambridge,42.37372,-71.119121,True,0,3.0
843,Lagrange St @ Dent St,Boston,42.281377,-71.159686,True,0,3.0
node-portr-farepaid,Porter,Cambridge,42.388397,-71.11885,True,3,
node-masta-fareunpaid,Massachusetts Avenue,Boston,42.341426,-71.083572,True,3,
node-pktrm-ebparkstairs-lobby,Park Street,Boston,,,True,3,
node-bbsta-upassestairs-top,Back Bay,Boston,,,True,3,
node-813-bottom,Alewife,Cambridge,42.396122,-71.141487,True,3,
door-lech-first,North First St,Cambridge,42.371572,-71.076584,True,2,
1041,Market St @ Centola St,Boston,42.359279,-71.147082,True,0,3.0
62,Washington St @ Williams St,Boston,42.332045,-71.081738,True,0,3.0
817,Spring St @ VA Hospital,Boston,42.272991,-71.170956,True,0,3.0
2829,N Washington St @ Medford St,Boston,42.365749,-71.058505,True,0,3.0
node-972-unpaidlobby,Kenmore,Boston,42.348888,-71.095356,True,3,
node-aqucl-atlanticstairs-lobby,Aquarium,Boston,,,True,3,
place-astao,Assembly,Somerville,42.392811,-71.077257,True,1,
1322,Tremont St @ Sewall St,Boston,42.331819,-71.097819,True,0,3.0
node-869-platform,Downtown Crossing,Boston,,,True,3,
1175,Washington St @ St James St,Boston,42.32743,-71.087075,True,0,3.0
node-knncl-nbmain-farepaid,Kendall/MIT,Cambridge,42.362507,-71.086214,True,3,
1581,Blue Hill Ave @ Clifford St,Boston,42.319151,-71.077823,True,0,3.0
1525,Brookline Ave @ Pearl St,Brookline,42.332805,-71.113834,True,0,3.0
5303,Main St @ Broadway,Somerville,42.395076,-71.097724,False,0,3.0
1083,Market St @ Arlington St,Boston,42.35151,-71.152061,True,0,3.0
door-jaksn-main,"Centre St, Busway, Park",Boston,42.323014,-71.099879,True,2,
door-shmnl-sydney,South Sydney St,Boston,42.310856,-71.053701,True,2,
node-342-lobby,Davis,Somerville,,,True,3,
door-gilmn-school,School St,Somerville,42.388307,-71.097622,True,2,
2589,Somerville Ave @ Sacramento St,Somerville,42.384604,-71.112011,True,0,3.0
2442,Prospect St @ Harvard St,Cambridge,42.36839,-71.101745,True,0,3.0
9448,Seaver St @ Blue Hill Ave,Boston,42.305629,-71.085316,True,0,3.0
node-symcl-sympstair-platform,Symphony,Boston,,,True,3,
1382,43 W Dedham St,Boston,42.341882,-71.072691,True,0,3.0
2021,Mt Auburn St @ Ash St,Cambridge,42.374356,-71.12563,True,0,3.0
2225,Broadway @ Highland Ave,Cambridge,42.371712,-71.106979,True,0,3.0
node-sull-nbstairs-platform,Sullivan Square,Boston,,,True,3,
954,Commonwealth Ave @ University Rd,Boston,42.350453,-71.108831,True,0,3.0
90311,Dorchester Ave @ Melvinside Ter,Boston,42.311856,-71.05752,True,0,3.0
15857,Sumner St @ Orleans St,Boston,42.368109,-71.038158,True,0,3.0
301,Dorchester Ave @ Mt Vernon St,Boston,42.321708,-71.056845,True,0,3.0
door-forhl-arborway,"Arborway, Arnold Arboretum, South St, Washington St (Jamaica Plain)",Boston,42.300934,-71.11382,True,2,
6430,Cummins Hwy @ Sycamore St,Boston,42.284332,-71.125039,True,0,3.0
node-grnst-farepaid,Green Street,Boston,42.310462,-71.107597,True,3,
1327,Humboldt Ave @ Homestead St,Boston,42.311816,-71.090489,True,0,3.0
node-jfk-brasydstair-lobby,JFK/UMass,Boston,42.319968,-71.052189,True,3,
9070231,Tappan Street,Brookline,42.338794,-71.138504,True,0,3.0
node-445-platform,Government Center,Boston,,,True,3,
place-fenwd,Fenwood Road,Boston,42.333706,-71.105728,False,1,
6479,512 Hyde Park Ave,Boston,42.282975,-71.118823,True,0,3.0
node-alfcl-buswayramp-top,Alewife,Cambridge,42.395521,-71.141482,True,3,
81317,360 Huntington Ave,Boston,42.34016,-71.088899,True,0,3.0
node-322-platform,JFK/UMass,Boston,42.321174,-71.052552,True,3,
1760,Heath St opp VA Hospital,Boston,42.327905,-71.109123,True,0,3.0
5891,219 Faywood Ave,Boston,42.392176,-71.010055,True,0,3.0
71186,JFK/UMass - Columbia Rd @ I-93,Boston,42.321348,-71.053228,True,0,3.0
2671,Highland Ave @ Cedar St,Somerville,42.39232,-71.112537,True,0,3.0
2160,Concord Ave @ Buckingham St,Cambridge,42.381137,-71.128988,True,0,3.0
node-mvbcl-msqfareunpaid,Maverick,Boston,,,True,3,
door-north-valentiexite,Valenti Way,Boston,42.365125,-71.059868,False,2,
node-ogcityhallstairs-lobby,State,Boston,,,True,3,
31365,S Huntington Ave opp VA Hospital,Boston,42.326625,-71.111437,True,0,3.0
node-prmnl-wbstair-lobby,Prudential,Boston,,,True,3,
1362,Tremont St @ Huntington Ave,Boston,42.333906,-71.103897,True,0,3.0
node-state-congressstairs-wbplatform,State,Boston,,,True,3,
node-958-lobby,Fields Corner,Boston,42.299982,-71.061671,True,3,
2161,Concord Ave @ Parker St,Cambridge,42.380287,-71.12742,True,0,3.0
8309,Surface Rd @ Hanover St,Boston,42.362243,-71.056806,True,0,3.0
2090,Huron Ave @ Appleton St,Cambridge,42.381563,-71.134242,True,0,3.0
613,Washington St @ Weymouth Ave,Boston,42.266298,-71.151819,True,0,3.0
11781,Ave Louis Pasteur @ The Fenway,Boston,42.340095,-71.101014,True,0,3.0
353,Dorchester Ave @ Romsey St,Boston,42.316434,-71.056601,True,0,3.0
8331,Readville St @ W Milton St,Boston,42.238283,-71.13563,True,0,3.0
node-889-unpaidbridge,Wood Island,Boston,42.379769,-71.022991,True,3,
place-boyls,Boylston,Boston,42.35302,-71.06459,False,1,
1112,Cambridge St @ Harvard Ave,Boston,42.355645,-71.132363,True,0,3.0
node-507-nbplatform,Porter,Cambridge,42.388941,-71.119037,True,3,
node-symcl-churstair-platform,Symphony,Boston,,,True,3,
2839,Main St @ Oak St,Boston,42.380038,-71.069646,True,0,3.0
247,Northern Ave @ Harbor St,Boston,42.346634,-71.035301,True,0,3.0
node-jfk-bragasstair-lobby,JFK/UMass,Boston,42.320507,-71.052263,True,3,
node-pktrm-stair7-rl,Park Street,Boston,,,True,3,
node-918-sl,South Station,Boston,,,True,3,
door-dwnxg-chauncy,Chauncy St,Boston,42.35436,-71.059588,False,2,
15879,Orient Heights,Boston,42.386822,-71.00459,True,0,3.0
place-sthld,Sutherland Road,Boston,42.341614,-71.146202,False,1,
2597,Somerville Ave opp Stone Ave,Somerville,42.379497,-71.095404,True,0,3.0
11228,Tremont St @ Lenox St,Boston,42.337782,-71.083038,True,0,3.0
793,Belgrade Ave @ Pinehurst St,Boston,42.286337,-71.132805,True,0,3.0
node-523-street,State,Boston,,,True,3,
825,Centre St opp Wedgemere Rd,Boston,42.272129,-71.161439,True,0,3.0
door-harsq-church,"Church St, Harvard Square",Cambridge,42.374317,-71.118956,False,2,
node-longw-pstairs-landing,Longwood,Brookline,42.341433,-71.110073,True,3,
17391,Seaver St opp Maple St,Boston,42.306637,-71.087686,True,0,3.0
node-511-sbplatform,Porter,Cambridge,42.388779,-71.118799,True,3,
node-869-lobby,Downtown Crossing,Boston,,,True,3,
11070,Guest St @ New Balance Way,Boston,42.356636,-71.14328,True,0,3.0
node-722-bl,Government Center,Boston,,,True,3,
832,Stimson St @ Washington St,Boston,42.260206,-71.158675,True,0,3.0
node-forhl-southfarepaid,Forest Hills,Boston,42.301777,-71.113546,True,3,
2082,Huron Ave @ Lakeview Ave,Cambridge,42.380851,-71.140111,True,0,3.0
node-351-bottom,Alewife,Cambridge,42.396163,-71.141,True,3,
node-315-top,Hynes Convention Center,Boston,,,True,3,
node-dwnxg-sumchyfare-paid,Downtown Crossing,Boston,,,True,3,
615,Washington St opp Desoto Rd,Boston,42.263151,-71.155356,True,0,3.0
49003,Washington St @ Herald St,Boston,42.346457,-71.064695,True,0,3.0
node-bbsta-w57stairs-lobby,Back Bay,Boston,,,True,3,
70030,Sullivan Square,Boston,42.383975,-71.076994,True,0,1.0
61,Washington St @ Melnea Cass Blvd,Boston,42.332781,-71.081246,True,0,3.0
5213,Anawan Ave @ Allenwood St,Boston,42.283599,-71.149252,True,0,3.0
64,Nubian,Boston,42.329789,-71.083887,True,0,3.0
node-haecl-congfareunpaid,Haymarket,Boston,,,True,3,
node-763-bottom,Lechmere,Cambridge,42.371635,-71.076645,True,3,
29008,Sullivan Square,Boston,42.384062,-71.076342,True,0,3.0
70243,Northeastern University,Boston,42.339897,-71.09021,True,0,0.0
2163,Garden St @ Concord Ave,Cambridge,42.378152,-71.123673,True,0,3.0
Boat-Fan,Seaport/Fan Pier,Boston,42.353484,-71.04323,True,0,4.0
node-alfcl-buswayplatform-middle,Alewife,Cambridge,42.395752,-71.141584,True,3,
1340,Walnut Ave @ Circuit St,Boston,42.323788,-71.083985,True,0,3.0
8332,Readville St opp Como Rd,Boston,42.240322,-71.135558,True,0,3.0
door-symcl-hunte,"Massachusetts Ave, Huntington Ave (East)",Boston,42.342957,-71.085021,False,2,
36459,Cummins Hwy @ Hallowell St,Boston,42.270744,-71.101593,True,0,3.0
1128,South St @ Sedgwick St,Boston,42.308588,-71.115487,True,0,3.0
2436,Beacon St @ Smith Ave,Somerville,42.377147,-71.105099,True,0,3.0
5747,Meridian St @ Falcon St,Boston,42.382078,-71.039184,True,0,3.0
node-815-third,Alewife,Cambridge,42.395815,-71.141239,True,3,
1077,495 Western Ave,Boston,42.361858,-71.144012,True,0,3.0
4,Washington St @ Lenox St,Boston,42.335164,-71.078518,True,0,3.0
node-313-lobby,Haymarket,Boston,,,True,3,
node-chncl-fhlower-landing,Chinatown,Boston,,,True,3,
node-pktrm-804unpaid,Park Street,Boston,42.356214,-71.062204,True,3,
70275,Mattapan,Boston,42.267625,-71.092389,True,0,0.0
node-coecl-churchstair-platform,Copley,Boston,42.350344,-71.077609,True,3,
6463,Cummins Hwy @ Sycamore St,Boston,42.284441,-71.125001,True,0,3.0
70196,Park Street,Boston,42.356395,-71.062424,True,0,0.0
2003,Centre St @ Ballard St,Boston,42.308723,-71.11811,False,0,3.0
node-chmnl-nbstairs-platform,Charles/MGH,Boston,42.361265,-71.070521,True,3,
door-andrw-busway,Buses,Boston,42.330164,-71.057605,False,2,
node-341-lobby,Davis,Somerville,,,True,3,
door-longw-neckramp,Emerald Necklace (Ramp),Brookline,42.341747,-71.10961,True,2,
node-343-lobby,Davis,Somerville,,,True,3,
13321,Townsend St @ Warren St,Boston,42.316392,-71.083219,True,0,3.0
node-state-cityhall-fareunpaid,State,Boston,,,True,3,
place-sumav,Summit Avenue,Brookline,42.34111,-71.12561,False,1,
28544,Massachusetts Ave Station - Shuttle,Boston,42.34022,-71.0824,True,0,3.0
803,Belgrade Ave @ McCraw St,Boston,42.286077,-71.145052,True,0,3.0
2798,154 Metropolitan Ave opp Malverna Rd,Boston,42.278964,-71.12918,True,0,3.0
70087,Savin Hill,Boston,42.310603,-71.053678,True,0,1.0
5850,Bennington St @ Prescott St,Boston,42.378386,-71.029659,True,0,3.0
2738,Broadway @ Warner St - Powder House Sq,Somerville,42.401138,-71.116273,False,0,3.0
node-sull-fareunpaid,Sullivan Square,Boston,,,True,3,
3081,Adams St @ Oakton Ave.,Boston,42.286506,-71.054527,True,0,3.0
890,Summer St @ WTC Ave,Boston,42.347405,-71.044125,True,0,3.0
door-lech-busway,Busway,Cambridge,42.371733,-71.076881,True,2,
8680,Adams St @ Centre St,Boston,42.295291,-71.056269,True,0,3.0
522,Circuit Dr @ Shattuck Hospital,Boston,42.30078,-71.102356,True,0,3.0
2078,61 Aberdeen Ave,Cambridge,42.376545,-71.146202,True,0,3.0
node-tumnl-washstairs-lobby,Tufts Medical Center,Boston,,,True,3,
node-821-lobby,Harvard,Cambridge,42.373407,-71.119116,True,3,
12852,Vine St @ Bunker Hill St,Boston,42.376958,-71.05686,True,0,3.0
1575,Blue Hill Ave @ Winthrop St,Boston,42.323504,-71.076161,True,0,3.0
2810,Poplar St @ West St - George Wright GC,Boston,42.269739,-71.132175,False,0,3.0
86500,American Legion Hwy @ Franklin Hill Ave,Boston,42.295767,-71.092219,True,0,3.0
9070117,Sutherland Road - Commonwealth Ave @ Colborne Rd,Boston,42.34186,-71.14758,True,0,3.0
1201,239 N Beacon St,Boston,42.356564,-71.150426,True,0,3.0
door-cntsq-obmass,Mass Ave,Cambridge,42.365541,-71.103749,True,2,
260,E 8th St @ Covington St,Boston,42.331204,-71.045994,True,0,3.0
1994,Winship St @ Union St,Boston,42.346188,-71.152449,True,0,3.0
158,442 W Broadway,Boston,42.336218,-71.046724,True,0,3.0
533,Dorchester Ave @ Gallivan Blvd,Boston,42.280436,-71.065696,True,0,3.0
9170071,Kendall/MIT - Main St @ Hayward St,Cambridge,42.362309,-71.085583,True,0,3.0
2512,25 Webster Ave @ Newton St,Somerville,42.377936,-71.095956,True,0,3.0
57,Massachusetts Ave @ Albany St,Boston,42.333825,-71.073541,True,0,3.0
node-alfcl-third,Alewife,Cambridge,42.395778,-71.141265,True,3,
11419,A St @ Mt Washington Ave,Boston,42.346677,-71.051426,True,0,3.0
15235,Washington St @ Rockvale Circle,Boston,42.307649,-71.106227,True,0,3.0
node-768-top,Magoun Square,Somerville,42.393894,-71.106514,True,3,
170140,Amory Street,Boston,42.350901,-71.114318,True,0,0.0
node-336-middle,Davis,Somerville,,,True,3,
node-haecl-glstair-green,Haymarket,Boston,,,True,3,
node-sbmnl-132-platform,Stony Brook,Boston,42.317204,-71.10436,True,3,
node-andrw-nobstairs-lobby,Andrew,Boston,,,True,3,
DB-2249-B2,Four Corners/Geneva - Opp 198 Geneva Ave,Boston,42.305093,-71.076623,True,0,3.0
8961,Readville St @ W Milton St,Boston,42.238279,-71.135767,True,0,3.0
door-symcl-ebsymphony,"Massachusetts Ave, Symphony Hall",Boston,42.342457,-71.084862,False,2,
node-sbmnl-132-lobby,Stony Brook,Boston,42.317323,-71.104299,True,3,
1375,Harvard St @ Coolidge St,Brookline,42.345963,-71.127686,True,0,3.0
Boat-Long,Long Wharf (North),Boston,42.360795,-71.049976,True,0,4.0
5259,101 Anawan Ave opp Allenwood St,Boston,42.283613,-71.149404,True,0,3.0
node-853-lobby,Back Bay,Boston,,,True,3,
5305,Main St @ Moreland St,Somerville,42.396391,-71.098711,True,0,3.0
70050,Wood Island,Boston,42.379671,-71.022783,True,0,1.0
door-pktrm-exitashbrain,Escalator to Tremont St (South),Boston,42.355976,-71.062427,False,2,
1038,Market St @ Gardena St,Boston,42.35403,-71.150376,True,0,3.0
11939,Centre St @ Eliot St,Boston,42.309651,-71.115764,True,0,3.0
node-shmnl-platstair-lobby,Savin Hill,Boston,42.310795,-71.053564,True,3,
node-bomnl-ramp-lobby,Bowdoin,Boston,,,True,3,
798,Belgrade Ave opp Pinehurst St,Boston,42.286415,-71.132946,True,0,3.0
3370,Gallivan Blvd @ Kenmere Rd,Boston,42.28261,-71.056799,True,0,3.0
node-410-platform,Airport,Boston,42.374406,-71.030337,True,3,
node-state-ogoldstatehousestairs-landing,State,Boston,,,True,3,
door-bbsta-clarcolum,"Clarendon St, Columbus Ave",Boston,42.34754,-71.07341,False,2,
1246,Tremont St @ Union Pk,Boston,42.343673,-71.072264,True,0,3.0
70175,Reservoir,Brookline,42.335163,-71.148601,True,0,0.0
2822,Main St @ Baldwin St,Boston,42.381149,-71.070908,True,0,3.0
70028,Community College,Boston,42.373622,-71.069533,True,0,1.0
70019,Chinatown,Boston,42.352547,-71.062752,True,0,1.0
NB-0064-S,Roslindale Village,Boston,42.287442,-71.130283,True,0,2.0
node-knncl-sbsec-farepaid,Kendall/MIT,Cambridge,,,True,3,
12860,First Ave @ Ninth St,Boston,42.376199,-71.052255,True,0,3.0
1317,Huntington Ave opp Fenwood Rd,Boston,42.333494,-71.106036,True,0,3.0
door-aqucl-mcksouth,State St (South),Boston,42.359331,-71.053039,True,2,
30233,Atlantic Ave @ Milk St,Boston,42.358889,-71.051491,True,0,3.0
971,Cambridge St @ Elko St,Boston,42.349442,-71.149226,True,0,3.0
NEC-2287-02,South Station,Boston,42.351261,-71.055552,True,0,2.0
node-kencl-busstair-landing,Kenmore,Boston,,,True,3,
6368,River St @ Cummings Hwy,Boston,42.267439,-71.094318,True,0,3.0
5871,Bennington St @ Prescott St,Boston,42.378301,-71.029571,True,0,3.0
place-butlr,Butler,Boston,42.272429,-71.062519,True,1,
place-orhte,Orient Heights,Boston,42.386867,-71.004736,True,1,
node-510-lobby,Porter,Cambridge,42.388462,-71.118802,True,3,
91391,Huntington Ave @ Longwood Ave,Boston,42.336067,-71.100187,True,0,3.0
node-sstat-918stair-lobby,South Station,Boston,,,True,3,
place-rvrwy,Riverway,Boston,42.331684,-71.111931,False,1,
810,Centre St @ Lagrange St,Boston,42.280549,-71.158246,True,0,3.0
1565,Franklin Park Loop @ Zoo entrance,Boston,42.302273,-71.086506,True,0,3.0
node-385-top,North Station,Boston,42.364706,-71.059611,True,3,
node-rcmnl-farepaid,Roxbury Crossing,Boston,42.33129,-71.095567,True,3,
door-pktrm-exitalewife,Escalator to Tremont St (North),Boston,42.356504,-71.061904,False,2,
31918,Ipswich St @ Boylston St,Boston,42.347033,-71.089273,True,0,3.0
1551,Cypress St @ Franklin St,Brookline,42.325556,-71.122295,True,0,3.0
2669,235 Highland Ave,Somerville,42.390841,-71.109274,True,0,3.0
70149,Blandford Street,Boston,42.349276,-71.100213,False,0,0.0
node-dwnxg-stair8-rl,Downtown Crossing,Boston,,,True,3,
6431,93 Cummins Hwy opp Sherwood St,Boston,42.282976,-71.124104,True,0,3.0
541,Morton St @ Norfolk St,Boston,42.281887,-71.087192,True,0,3.0
node-harsq-sbstair-sbn,Harvard,Cambridge,42.374798,-71.11887,True,3,
70053,Suffolk Downs,Boston,42.390422,-70.997323,True,0,1.0
5872,Bennington St @ Swift St,Boston,42.381186,-71.021944,True,0,3.0
node-937-lobby,Courthouse,Boston,,,True,3,
1798,Ruggles St @ Parker St,Boston,42.336896,-71.093235,True,0,3.0
50,Dorchester St @ Old Colony Ave,Boston,42.331696,-71.053061,True,0,3.0
node-339-middle,Davis,Somerville,,,True,3,
1764,Pearl St @ William St,Cambridge,42.362536,-71.10505,True,0,3.0
node-alfcl-buswaysouthstairs-bottom,Alewife,Cambridge,42.395732,-71.141588,True,3,
node-149-platform,Tufts Medical Center,Boston,,,True,3,
node-north-causewaystairs-bottom,North Station,Boston,42.365611,-71.06065,True,3,
node-alfcl-cambridgesideramp-bottom,Alewife,Cambridge,42.395669,-71.141802,True,3,
29006,Sullivan Square,Boston,42.38391,-71.076532,True,0,3.0
place-ccmnl,Community College,Boston,42.373622,-71.069533,True,1,
120,Rivermoor St @ Industrial Park,Boston,42.277603,-71.18138,True,0,3.0
node-856-platform,Back Bay,Boston,,,True,3,
84,Massachusetts Ave @ Tremont St,Boston,42.339074,-71.080299,True,0,3.0
node-840-lobby,Sullivan Square,Boston,,,True,3,
node-404-lobby,World Trade Center,Boston,,,True,3,
node-dwnxg-wintwashfare-unpaid,Downtown Crossing,Boston,,,True,3,
node-andrw-dotstairs-lobby,Andrew,Boston,,,True,3,
1842,Weld St @ Ruskin St,Boston,42.291767,-71.15857,False,0,3.0
2224,Broadway @ Fayette St,Cambridge,42.370776,-71.104598,True,0,3.0
937,Commonwealth Ave @ Carlton St,Boston,42.350075,-71.108712,True,0,3.0
8,Massachusetts Ave @ Island St,Boston,42.331202,-71.070724,True,0,3.0
node-orhte-sara-farepaid,Orient Heights,Boston,42.386891,-71.004446,True,3,
956,Commonwealth Ave @ Buick St,Boston,42.35131,-71.115933,False,0,3.0
5302,Main St opp Moreland St,Somerville,42.396284,-71.09876,True,0,3.0
node-coecl-977-platform,Copley,Boston,42.350398,-71.077661,True,3,
node-masta-852-lobby,Massachusetts Avenue,Boston,42.341345,-71.083634,True,3,
36495,Hyde Park Ave @ Dellmore Rd,Boston,42.290215,-71.118265,True,0,3.0
13,Andrew,Boston,42.329962,-71.057625,True,0,3.0
823,Centre St @ Cass St,Boston,42.274913,-71.160281,True,0,3.0
2116,Purchase St @ Pearl St,Boston,42.354588,-71.053278,True,0,3.0
9170012,Massachusetts Avenue - Columbus Ave @ Newcastle Ct,Boston,42.340441,-71.082114,True,0,3.0
node-knncl-sbcarleton-platform,Kendall/MIT,Cambridge,42.362121,-71.08623,True,3,
node-asmnl-peasbstair-platform,Ashmont,Boston,42.284652,-71.063975,True,3,
1550,Cypress St @ Kendall St,Brookline,42.326685,-71.123912,True,0,3.0
9070113,Chestnut Hill Avenue - Commonwealth Ave @ Chestnut Hill Ave,Boston,42.33827,-71.15399,True,0,3.0
780,Centre St @ Saint Theresa Ave,Boston,42.278725,-71.159427,True,0,3.0
2226,Broadway @ Ellery St,Cambridge,42.372755,-71.109589,True,0,3.0
45237,Stony Brook Station - Shuttle,Boston,42.317062,-71.104248,True,0,3.0
node-cntsq-essexstair-platform,Central,Cambridge,,,True,3,
46,Dorchester St @ Broadway,Boston,42.335457,-71.045901,True,0,3.0
9070180,Brookline Village - Pearl St @ Brookline Place Parking,Brookline,42.332733,-71.115961,True,0,3.0
9070013,Massachusetts Avenue - Columbus Ave @ Massachusetts Ave,Boston,42.34026,-71.081959,True,0,3.0
19821,Boylston St @ Tully St,Brookline,42.322323,-71.167627,True,0,3.0
node-756-platform,Kendall/MIT,Cambridge,42.362143,-71.08617,True,3,
16358,River St @ Walter St,Boston,42.257509,-71.119479,True,0,3.0
485,Washington St @ Southern Ave,Boston,42.291386,-71.071797,True,0,3.0
FB-0095-04,Readville,Boston,42.237769,-71.133569,True,0,2.0
place-cool,Coolidge Corner,Brookline,42.342116,-71.121263,True,1,
node-bomnl-pstair-platform,Bowdoin,Boston,,,True,3,
5666,Wood Island,Boston,42.380368,-71.023287,True,0,3.0
1224,Tremont St opp Prentiss St,Boston,42.332706,-71.092343,True,0,3.0
1057,River St @ Kelly Rd,Cambridge,42.363156,-71.110605,True,0,3.0
378,Talbot Ave @ Nightingale St,Boston,42.294378,-71.086043,True,0,3.0
node-crtst-southentstair-landing,Courthouse,Boston,,,True,3,
5874,Bennington St @ Moore St,Boston,42.382611,-71.018257,True,0,3.0
node-astao-foldoorstair-ground,Assembly,Somerville,42.393279,-71.077656,True,3,
