SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Egleston Square Peace Garden,City of Boston,A97/CR/CPA,5,Jamaica Plain,0.116894980000000,3131 Washington Street,,Community Gardens,BPRD,BPRD,X,X,,BPRD,,PARK_Maintenance_Region 3,353,YES,02130,1101328000,2024,,,0.000928194264933,0.000000051661063,
Sherrin Woods II,City of Boston,A97,6,Hyde Park,1.106313200000000,0 Dale Street,CPS,Urban Wilds,BPRD,BPRD,X,X,,BPRD,,PARK_Maintenance_Region 4,7278,YES,02136,1808198000,2024,,,0.003972060591561,0.000000488591725,"MULTIPOLYGON (((-71.122017265999943 42.270954758000073, -71.122185395999963 42.270994587000075, -71.122392574999935 42.270022201000074, -71.122519786999987 42.269418542000039, -71.122146846999954 42.269364118000055, -71.121927882999955 42.270377489000055, -71.122140050999974 42.270408271000065, -71.122017265999943 42.270954758000073)))"
Peters Park II,BRA, ,3,South End,0.507093540000000,230 Shawmut Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,,BRA,,INFO_Reallocation From Dept,2155,YES,02118,0306040000,1974,,,0.004265678801229,0.000000224206756,"MULTIPOLYGON (((-71.066462499999943 42.343463912000061, -71.066457626999977 42.343466595000052, -71.066241254999966 42.343683424000062, -71.066317330999937 42.34372512200008, -71.066357235999988 42.343746553000074, -71.06650777699997 42.343565976000036, -71.067884425999978 42.342461229000037, -71.067786456999954 42.342393589000039, -71.066462499999943 42.343463912000061)))"
Peters Park I,City of Boston,A97/CPA,3,South End,3.326612080000000,230 Shawmut Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,236,PARK_Maintenance_Region 6,236,YES,02118,0306100000,1991,,,0.005928330606545,0.000001470848563,
Steven P. Odom Serenity Garden,City of Boston,A97,3,Mattapan,0.140622260000000,23 Hopkins Street,Mixed-Use Subdistrict,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,7279,PARK_Maintenance_Region 2,7280,YES,02124,1702190010,2025,,,0.001137470176210,0.000000062115567,
Centervale Park,City of Boston,A97,1,Dorchester,0.195958320000000,1P Centervale Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,N,X,Intervale Park,BPRD, ,PARK_Maintenance_Region 2,2153,YES,02124,1600859500,1918,,,0.003531950495049,0.000000086578607,"MULTIPOLYGON (((-71.062750139999935 42.296499500000039, -71.062734392999971 42.296514565000052, -71.062745030999963 42.296536933000027, -71.062759393999954 42.296546801000034, -71.062788254999987 42.296546911000064, -71.064396960999943 42.296131500000058, -71.064412513999969 42.29612714700005, -71.064427029999933 42.296114688000046, -71.064417596999988 42.296093315000064, -71.064399674999947 42.296089646000041, -71.06438525599998 42.296087791000048, -71.062750139999935 42.296499500000039)))"
Sister Mary Veronica Park,City of Boston,A97/CR,1,South Boston,0.111342880000000,190-198 W Eighth St,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,,PARK_Maintenance_Region 6,354,YES,02127,"0600878000, 0600877000, 0600876000, 0600875000, 0600874000",2025,,,0.000958094331535,0.000000049222291,
Union Street Park,City of Boston,A97,3,Central Boston,0.494515800000000,Between Union Street & Congress Street opposite City Hall,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"New England Holocaust Memorial, Curley Park",BPRD,,PARK_Maintenance_Region 1,2144,YES,02110,302617000,2025,,,0.002681137467376,0.000000218718880,
Winthrop Playground II,City of Boston,A97,3,Roxbury,0.141884700000000,43-45 Danube St,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,,PARK_Maintenance_Region 5,355,YES,02125,"1300479000, 1300478000",2025,,,0.001275962641024,0.000000062707466,"MULTIPOLYGON (((-71.075846337999963 42.316876158000071, -71.075792657999955 42.316981671000065, -71.07579293799995 42.316981708000071, -71.076125961999935 42.317025342000079, -71.076138287999981 42.316974211000058, -71.076015208999934 42.316958886000066, -71.076027720999946 42.316896221000036, -71.076079446999984 42.316684279000071, -71.07607958799997 42.316683701000045, -71.075953406999986 42.316667107000058, -71.075846337999963 42.316876158000071)))"
Navy Yard Grounds,United States of America,NHL,3,Charlestown,3.580540010000000, ,Industrial District,"Parks, Playgrounds & Athletic Fields",National Park Service, ,X,X,Boston National Historical Par,NPS, ,INFO_Reallocation From Dept,5002,YES,02129,,0,,,0.017509039884436,0.000001583880508,
Kennedy Library Harborwalk,United States of America,Ch91/WPA,1,Dorchester,3.359633310000000, ,Industrial District,"Malls, Squares & Plazas",NULL,US GSA,N,X,JFK Library Harborwalk,US GSA, ,INFO_Reallocation From Dept,6003,YES,02127,,0,,,0.012490590964449,0.000001484794155,
Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.363263660000000,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Courthouse Plaza, , ,INFO_Reallocation From Dept,6001,YES,02210,,0,,,0.006796863244422,0.000001045089896,
Dorchester Heights NHS,United States of America,A97/NRHP,1,South Boston,4.404061780000000, ,Residential District,"Malls, Squares & Plazas",National Park Service, ,X,X,Thomas Park/Telegraph Hill, , ,INFO_Reallocation From Dept,5001,YES,02127,0701080000,0,,,0.005857541401009,0.000001946913629,
Bunker Hill Monument,United States of America,A97/NRHP/PR,1,Charlestown,3.776018930000000, ,Residential District,"Malls, Squares & Plazas",National Park Service,National Park Service,X,X,Monument Square,NPS, ,INFO_Reallocation From Dept,5000,YES,02129,0203166000,0,,,0.005217282526268,0.000001670404384,"MULTIPOLYGON (((-71.059843177999937 42.376613507000059, -71.061161595999977 42.377071727000043, -71.061511744999962 42.376405240000054, -71.061731514999963 42.376001095000049, -71.060416794999981 42.375541467000062, -71.059843177999937 42.376613507000059)))"
Norman Leventhal Park,Private,Agrmnt,3,Central Boston,1.540796950000000,130 Congress Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BRA,Private,X,X,Post Office Square Park, , ,INFO_Reallocation From Dept,7008,YES,02110,0304163000,0,,,0.003374754583085,0.000000681391545,"MULTIPOLYGON (((-71.054998052999963 42.356078424000032, -71.055756066999948 42.356819750000057, -71.056150443999968 42.35674126400005, -71.056109216999971 42.356478096000046, -71.055920062999974 42.356033001000071, -71.055847249999943 42.355931466000072, -71.055621765999945 42.35571249700007, -71.054998052999963 42.356078424000032)))"
Jackson Square Greenway,MBTA,CPA,2,Jamaica Plain,0.912066520000000,b/w Amory Avenue and Centre Street,Open Space/Neighborhood Shopping,"Parks, Playgrounds & Athletic Fields",Private,Private,N,X,,,,INFO_Reallocation From Dept,4095,N,02119,"1101197000, 1101200005",0,,,0.004778632379902,0.000000403130932,"MULTIPOLYGON (((-71.099797573999979 42.322616869000058, -71.101190621999933 42.320978167000078, -71.100987616999987 42.320897506000051, -71.099594116999981 42.322607276000042, -71.099797573999979 42.322616869000058)))"
Shirley Eustis House Grounds,Private,"BL,NHL.NRHP,PR",1,Roxbury,1.459374920000000,33 Shirley St,Residential District,"Malls, Squares & Plazas",The Shirley-Eustis House Association,,N,N,,,,INFO_Reallocation From Dept,7124,NO,02119,"0800204000, 0800256001, 0800250000, 0800252000, 0800253000, 0800255000, 0800256000, 0800220000, 0800221000, 0800216000, 0800215000, 0800213000, 0800214000, 0800248000, 0800217000, 0800247000, 0800246000, 0800231000, 0800229000, 0800230000, 0800235000, 0800236000,  0800237000,  080058300,  080058400,  0800219000,  0800218000",0,,,0.008981239537587,0.000000645053031,
A Street Park II,City of Boston, ,3,South Boston,0.248234030000000,135-141 A Street,Special District,"Parks, Playgrounds & Athletic Fields",PWD,Private,N,X,Channel Center Park,PWD, ,INFO_Reallocation From Dept,2129,NO,02110,ROW,0,,,0.002250606608508,0.000000109755644,
Garden of Peace,Commonwealth of Massachusetts,"Ch237Acts2000,MGL258B",1,Back Bay/Beacon Hill,0.678572370000000,64-98 Somerset Street,Special District,"Malls, Squares & Plazas",MOVA,MOVA,N,X,Somerset Street Plaza,MOVA, ,INFO_Reallocation From Dept,4002,NO,02108,0302726273,0,,,0.002867441886590,0.000000300105383,
Rivermoor I,United States of America,WPA/PL 93-251,6,West Roxbury,7.735381770000000,Rivermoor St,Open Space District,Urban Wilds,USACE,USACE,N,N,Charles River Natural Valley Storage Area B, , ,INFO_Reallocation From Dept,6002,NO,2009228040,02132,0,,,0.014576147317640,0.000003416638960,
Roxbury Heritage State Park II,City of Boston,Ch281Acts2014,3,Roxbury,0.347280580000000, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X,Dillaway-Thomas House, , ,INFO_Reallocation From Dept,2034,NO,02119,0903336000,0,,,0.001572921027592,0.000000153517391,"MULTIPOLYGON (((-71.090760639999985 42.330279010000027, -71.09036232699998 42.330318548000037, -71.090449004999982 42.330697885000063, -71.09083768499994 42.330664848000026, -71.090760639999985 42.330279010000027)))"
Dell Rock II,City of Boston,,6,Hyde Park,0.042367240000000,,Residential District,Urban Wilds,PWD,BPRD,N,X,,PWD,,PARK_Maintenance_Region 4,2182,NO,02136,ROW,0,,,0.000843963222827,0.000000018708271,
Robert G. Lawson Park II,City of Boston,,1,Roxbury,0.011504550000000,,Commercial/Office/Business District,"Malls, Squares & Plazas",PWD,BPRD,N,X,Egleston Plaza II,PWD,,PARK_Maintenance_Region 3,2076,NO,02119,ROW,0,,,0.000494871529256,0.000000005084417,
Leatherbee Woods,Private,WPA/Land Trust,7,West Roxbury,8.149201850000001,Broadlawn Park,Open Space District,Open Land,TTOR,,N,N,Hancock Swamp,,,INFO_Reallocation From Dept,7223,NO,02467,2007013050,0,,,0.008143843983528,0.000003600779505,"MULTIPOLYGON (((-71.161720567999964 42.301708562000044, -71.162940250999952 42.302590998000028, -71.164378844999987 42.301630916000079, -71.164523702999986 42.301749880000045, -71.164678008999942 42.301647646000049, -71.164986641999974 42.301443257000074, -71.16459974299994 42.301170683000066, -71.16334786799996 42.300287196000056, -71.161720567999964 42.301708562000044)))"
Fisher Ave. Parcel,Private,Land Trust,7,Mission Hill,0.267785740000000,,Open Space District,Open Land,TTOR,,N,N,BNAN Parcel,,,INFO_Reallocation From Dept,7255,NO,02120,1001229000,0,,,0.001671521848306,0.000000118372817,"MULTIPOLYGON (((-71.105821253999977 42.328622215000053, -71.106462490999945 42.328741819000072, -71.106514599999969 42.328603873000077, -71.106397809999976 42.328569019000042, -71.10629255799995 42.328537321000056, -71.10617857699998 42.328502989000071, -71.106089098999973 42.328475774000026, -71.105966403999957 42.328439079000077, -71.105887817999985 42.328415403000065, -71.105821253999977 42.328622215000053)))"
Arcola Green,Private,Land Trust/DR,1,Jamaica Plain,0.075335310000000,2 Arcola St,Residential District,"Malls, Squares & Plazas",TTOR, ,X,X, Arcola Park Garden, , ,INFO_Reallocation From Dept,7249,YES,02130,1001735000,0,,,0.000795040829222,0.000000033299369,"MULTIPOLYGON (((-71.108445306999954 42.324439561000077, -71.108678144999942 42.324576928000056, -71.108777740999983 42.324487035000061, -71.108691161999957 42.32443495900003, -71.108567932999961 42.324360857000045, -71.108445306999954 42.324439561000077)))"
Bessie Barnes Green,Private,Land Trust/DR,1,South End,0.100976860000000,24-30 Warwick St,Residential District,"Malls, Squares & Plazas",TTOR,,X,X, , , ,INFO_Reallocation From Dept,7240,YES,02120,0901800010,0,,,0.000865089228377,0.000000044641111,"MULTIPOLYGON (((-71.084071429999938 42.336174711000069, -71.084233377999965 42.336010245000068, -71.084054447999961 42.335914976000026, -71.083894439999938 42.336083744000064, -71.084071429999938 42.336174711000069)))"
Dartmouth Green,Private,Land Trust/DR,7,South End,0.071252760000000, 29-31 Dartmouth Street,Open Space District,Open Land,TTOR,,X,X,Dartmouth Garden,,,INFO_Reallocation From Dept,7221,YES,02116,"0400211000,0400210000",0,,,0.000782966790220,0.000000031504298,"MULTIPOLYGON (((-71.073851297999965 42.343885969000041, -71.073876267999935 42.343938064000042, -71.073901654999986 42.343990803000054, -71.074167153999952 42.343918102000032, -71.074141538999982 42.343867045000025, -71.074115632999963 42.343812901000035, -71.073851297999965 42.343885969000041)))"
Erie Green,Private,Land Trust/DR,1,Roxbury,0.248987380000000,72-78 Erie Street,Residential District,"Malls, Squares & Plazas",TTOR,,X,X,Erie/Wolcott St Park,,,INFO_Reallocation From Dept,7244,YES,02121,"1401843000,1401842000,1401841000",0,,,0.001421187563970,0.000000110017331,"MULTIPOLYGON (((-71.081332679999946 42.302048589000037, -71.081441703999985 42.302005881000071, -71.081604120999941 42.301941918000068, -71.081770312999936 42.301874223000027, -71.081635760999973 42.301681553000037, -71.081466846999945 42.301744844000041, -71.081302992999952 42.301808323000046, -71.081193755999948 42.301850634000061, -71.081332679999946 42.302048589000037)))"
Kittredge Green,Private,Land Trust/DR,7,Roxbury,0.154131040000000,2 Alvah Kittredge Park,Open Space District,Open Land,TTOR, ,X,X,Kittredge-Linwood Parcel, ,,INFO_Reallocation From Dept,7229,YES,02119,"0903508000,0903507000,0903506000",0,,,0.001076257106396,0.000000068131823,"MULTIPOLYGON (((-71.092748277999988 42.328012912000077, -71.092722684999956 42.328070840000066, -71.092701735999981 42.328118624000069, -71.093020993999971 42.328198555000029, -71.093044326999973 42.328147754000042, -71.09306879899998 42.328090173000078, -71.093104680999943 42.328005629000074, -71.092787593999958 42.327926863000073, -71.092748277999988 42.328012912000077)))"
Starr Lane Park,Private,Land Trust/DR,1,Jamaica Plain,0.057289930000000,17 Starr Lane,Residential District,"Malls, Squares & Plazas",TTOR,,X,X, , , ,INFO_Reallocation From Dept,2051,YES,02130,1901414000,0,,,0.000639375425361,0.000000025318302,"MULTIPOLYGON (((-71.113434665999989 42.312743857000044, -71.113504772999988 42.312570059000052, -71.113359857999967 42.312537443000053, -71.113305275999949 42.312692075000029, -71.113365374999944 42.312718676000031, -71.113434665999989 42.312743857000044)))"
Wellington Green,Private,Land Trust/DR,7,South End,0.054402060000000,561 Columbus Ave,Open Space District,Open Land,TTOR,,X,X, , , ,INFO_Reallocation From Dept,7222,YES,02118,0900724000,0,,,0.000781358398076,0.000000024052627,"MULTIPOLYGON (((-71.081283127999939 42.341132621000042, -71.081539988999964 42.341307051000058, -71.081601819999946 42.341257336000069, -71.081348931999969 42.341081338000038, -71.081283127999939 42.341132621000042)))"
Wellington Common,Private,Land Trust/DR,7,South End,0.043710110000000,32 Wellington Street,Open Space District,Open Land,TTOR,,X,X, ,, ,INFO_Reallocation From Dept,7224,YES,02118,0900709020,0,,,0.000670481504500,0.000000019325698,
